ID,pH,Temperature,Colour,Turbidity,Timestamp
481,6.7,22.87,134,12.84,2026-06-18T18:00:00
482,7.61,33.46,79,26.31,2026-06-18T18:01:00
483,7.42,27.94,52,9.23,2026-06-18T18:02:00
484,8.22,35.06,134,43.86,2026-06-18T18:03:00
485,6.94,33.19,116,29.11,2026-06-18T18:04:00
486,6.66,32.98,38,37.21,2026-06-18T18:05:00
487,7.6,30.87,117,29.7,2026-06-18T18:06:00
488,6.91,36.82,122,33.03,2026-06-18T18:07:00
489,6.69,25.12,130,15.34,2026-06-18T18:08:00
490,8.05,31.29,58,44.71,2026-06-18T18:09:00
491,7.64,24.9,70,34.74,2026-06-18T18:10:00
492,8.12,23.83,45,19.53,2026-06-18T18:11:00
493,7.79,36.99,60,21.85,2026-06-18T18:12:00
494,6.83,25.99,66,31.21,2026-06-18T18:13:00
495,7.21,37.4,34,20.33,2026-06-18T18:14:00
496,7.53,36.15,95,40.0,2026-06-18T18:15:00
497,8.39,28.52,37,31.35,2026-06-18T18:16:00
498,7.0,33.71,74,22.16,2026-06-18T18:17:00
499,6.85,34.47,55,27.24,2026-06-18T18:18:00
500,7.03,26.96,63,31.06,2026-06-18T18:19:00
501,7.03,32.05,98,36.88,2026-06-18T18:20:00
502,8.01,30.92,40,19.14,2026-06-18T18:21:00
503,8.0,26.02,67,24.18,2026-06-18T18:22:00
504,7.76,31.37,58,14.38,2026-06-18T18:23:00
505,7.52,22.8,110,34.8,2026-06-18T18:24:00
506,6.89,30.65,56,12.7,2026-06-18T18:25:00
507,8.08,23.26,71,32.4,2026-06-18T18:26:00
508,6.95,34.44,59,44.1,2026-06-18T18:27:00
509,8.26,22.75,43,10.07,2026-06-18T18:28:00
510,7.19,22.78,59,36.92,2026-06-18T18:29:00
511,8.05,35.25,106,11.21,2026-06-18T18:30:00
512,8.1,24.18,37,18.11,2026-06-18T18:31:00
513,8.09,33.26,110,37.33,2026-06-18T18:32:00
514,7.43,25.96,90,16.03,2026-06-18T18:33:00
515,7.12,32.82,77,16.9,2026-06-18T18:34:00
516,7.82,28.12,132,19.92,2026-06-18T18:35:00
517,7.04,26.72,99,39.46,2026-06-18T18:36:00
518,7.88,32.95,108,25.59,2026-06-18T18:37:00
519,7.25,35.02,66,33.97,2026-06-18T18:38:00
520,7.11,24.32,120,22.81,2026-06-18T18:39:00
521,7.2,27.19,42,20.06,2026-06-18T18:40:00
522,7.74,28.27,97,20.0,2026-06-18T18:41:00
523,7.19,24.09,57,39.88,2026-06-18T18:42:00
524,7.6,37.7,122,10.64,2026-06-18T18:43:00
525,8.25,28.48,76,22.42,2026-06-18T18:44:00
526,7.9,26.86,81,34.3,2026-06-18T18:45:00
527,6.95,35.34,66,34.25,2026-06-18T18:46:00
528,7.81,26.74,87,21.88,2026-06-18T18:47:00
529,6.87,25.8,86,35.17,2026-06-18T18:48:00
530,6.89,30.09,35,21.66,2026-06-18T18:49:00
531,6.78,27.75,133,19.89,2026-06-18T18:50:00
532,7.98,30.4,76,38.99,2026-06-18T18:51:00
533,7.51,24.36,99,40.36,2026-06-18T18:52:00
534,7.21,34.42,51,8.75,2026-06-18T18:53:00
535,7.32,36.29,83,24.13,2026-06-18T18:54:00
536,8.24,34.13,57,36.48,2026-06-18T18:55:00
537,7.48,31.2,135,11.34,2026-06-18T18:56:00
538,7.87,24.44,108,11.92,2026-06-18T18:57:00
539,8.24,26.32,95,14.6,2026-06-18T18:58:00
540,7.69,35.64,118,21.72,2026-06-18T18:59:00
541,6.96,25.44,90,24.39,2026-06-18T19:00:00
542,8.33,23.73,111,33.11,2026-06-18T19:01:00
543,6.92,32.08,125,30.29,2026-06-18T19:02:00
544,6.89,34.13,100,11.81,2026-06-18T19:03:00
545,7.91,26.81,124,29.38,2026-06-18T19:04:00
546,6.88,34.12,33,32.79,2026-06-18T19:05:00
547,7.08,27.08,135,41.99,2026-06-18T19:06:00
548,7.48,32.17,105,32.32,2026-06-18T19:07:00
549,7.84,23.9,119,32.86,2026-06-18T19:08:00
550,7.44,28.89,38,36.21,2026-06-18T19:09:00
551,7.58,28.38,44,22.69,2026-06-18T19:10:00
552,8.3,32.93,42,20.89,2026-06-18T19:11:00
553,7.5,23.68,50,39.36,2026-06-18T19:12:00
554,7.25,26.46,69,37.66,2026-06-18T19:13:00
555,8.3,29.5,69,23.55,2026-06-18T19:14:00
556,7.9,35.59,33,43.91,2026-06-18T19:15:00
557,7.3,29.02,100,42.29,2026-06-18T19:16:00
558,7.88,23.72,31,8.1,2026-06-18T19:17:00
559,7.71,28.93,91,29.86,2026-06-18T19:18:00
560,7.47,31.15,85,17.06,2026-06-18T19:19:00
561,7.43,25.57,30,37.34,2026-06-18T19:20:00
562,6.76,27.84,70,44.35,2026-06-18T19:21:00
563,7.1,34.04,88,10.83,2026-06-18T19:22:00
564,7.39,25.12,46,44.73,2026-06-18T19:23:00
565,7.08,32.24,81,40.29,2026-06-18T19:24:00
566,7.1,27.48,105,23.54,2026-06-18T19:25:00
567,8.09,37.12,137,9.34,2026-06-18T19:26:00
568,7.92,36.22,131,13.91,2026-06-18T19:27:00
569,8.4,36.71,91,11.52,2026-06-18T19:28:00
570,7.14,37.07,135,29.36,2026-06-18T19:29:00
571,7.23,32.69,52,25.9,2026-06-18T19:30:00
572,6.88,30.51,36,44.06,2026-06-18T19:31:00
573,7.09,24.02,41,30.56,2026-06-18T19:32:00
574,7.62,29.02,105,15.97,2026-06-18T19:33:00
575,7.49,36.28,87,41.63,2026-06-18T19:34:00
576,8.02,31.94,68,19.91,2026-06-18T19:35:00
577,8.39,28.88,103,23.85,2026-06-18T19:36:00
578,7.17,37.19,100,37.93,2026-06-18T19:37:00
579,7.34,26.4,102,20.62,2026-06-18T19:38:00
580,7.23,24.49,75,44.62,2026-06-18T19:39:00
581,7.46,33.82,127,34.61,2026-06-18T19:40:00
582,8.2,23.79,47,43.74,2026-06-18T19:41:00
583,6.85,28.2,69,11.43,2026-06-18T19:42:00
584,8.03,30.81,56,33.1,2026-06-18T19:43:00
585,6.91,27.61,105,35.55,2026-06-18T19:44:00
586,8.01,33.28,125,12.64,2026-06-18T19:45:00
587,7.71,23.91,42,35.25,2026-06-18T19:46:00
588,7.46,35.92,80,35.03,2026-06-18T19:47:00
589,6.86,29.21,86,35.67,2026-06-18T19:48:00
590,8.38,23.53,53,22.22,2026-06-18T19:49:00
591,8.07,22.13,54,25.0,2026-06-18T19:50:00
592,7.41,30.16,46,28.51,2026-06-18T19:51:00
593,8.08,27.15,54,32.87,2026-06-18T19:52:00
594,6.84,23.35,55,22.36,2026-06-18T19:53:00
595,7.57,22.21,133,32.36,2026-06-18T19:54:00
596,8.17,23.91,56,43.71,2026-06-18T19:55:00
597,7.14,23.86,76,39.54,2026-06-18T19:56:00
598,7.07,35.35,101,33.16,2026-06-18T19:57:00
599,7.05,32.67,84,10.03,2026-06-18T19:58:00
600,6.98,29.65,30,15.35,2026-06-18T19:59:00
601,7.9,27.45,44,43.96,2026-06-18T20:00:00
602,6.71,32.27,88,17.14,2026-06-18T20:01:00
603,8.25,29.3,126,40.25,2026-06-18T20:02:00
604,7.51,26.74,95,36.04,2026-06-18T20:03:00
605,7.13,28.58,98,8.47,2026-06-18T20:04:00
606,7.83,31.48,88,20.51,2026-06-18T20:05:00
607,7.26,25.51,51,32.55,2026-06-18T20:06:00
608,7.11,24.62,40,12.93,2026-06-18T20:07:00
609,6.99,32.7,90,28.66,2026-06-18T20:08:00
610,7.87,36.9,71,36.21,2026-06-18T20:09:00
611,7.79,27.49,102,31.45,2026-06-18T20:10:00
612,6.64,34.85,32,42.29,2026-06-18T20:11:00
613,7.31,26.11,104,42.46,2026-06-18T20:12:00
614,7.63,37.64,124,18.51,2026-06-18T20:13:00
615,6.86,26.05,52,11.04,2026-06-18T20:14:00
616,7.6,26.62,123,32.27,2026-06-18T20:15:00
617,7.48,28.49,75,14.93,2026-06-18T20:16:00
618,7.59,29.53,72,16.73,2026-06-18T20:17:00
619,6.96,32.93,68,19.14,2026-06-18T20:18:00
620,8.39,35.77,140,33.68,2026-06-18T20:19:00
621,7.15,33.34,109,9.44,2026-06-18T20:20:00
622,7.09,25.34,92,26.32,2026-06-18T20:21:00
623,7.55,26.3,56,42.75,2026-06-18T20:22:00
624,7.22,32.21,103,35.84,2026-06-18T20:23:00
625,7.09,22.82,108,21.23,2026-06-18T20:24:00
626,7.48,23.47,118,17.14,2026-06-18T20:25:00
627,8.28,30.46,121,28.21,2026-06-18T20:26:00
628,7.66,36.51,134,32.41,2026-06-18T20:27:00
629,6.67,34.61,118,21.0,2026-06-18T20:28:00
630,8.35,37.5,134,10.25,2026-06-18T20:29:00
631,7.5,33.41,105,30.97,2026-06-18T20:30:00
632,6.94,28.58,95,16.75,2026-06-18T20:31:00
633,7.19,27.43,78,12.47,2026-06-18T20:32:00
634,7.26,36.12,138,13.81,2026-06-18T20:33:00
635,7.68,36.85,91,44.56,2026-06-18T20:34:00
636,7.3,28.31,57,23.73,2026-06-18T20:35:00
637,6.7,24.21,53,8.8,2026-06-18T20:36:00
638,7.94,27.55,80,43.47,2026-06-18T20:37:00
639,7.16,33.15,58,26.27,2026-06-18T20:38:00
640,6.62,30.22,61,22.14,2026-06-18T20:39:00
641,8.32,34.04,132,43.15,2026-06-18T20:40:00
642,7.04,26.46,104,28.33,2026-06-18T20:41:00
643,7.35,25.97,69,17.04,2026-06-18T20:42:00
644,8.12,27.95,42,40.26,2026-06-18T20:43:00
645,8.03,22.32,52,38.94,2026-06-18T20:44:00
646,8.28,23.28,138,30.5,2026-06-18T20:45:00
647,6.7,32.11,129,31.54,2026-06-18T20:46:00
648,8.34,25.4,137,44.41,2026-06-18T20:47:00
649,8.28,28.54,120,34.55,2026-06-18T20:48:00
650,7.15,31.59,106,11.69,2026-06-18T20:49:00
651,7.74,32.82,107,28.09,2026-06-18T20:50:00
652,6.61,26.56,108,33.35,2026-06-18T20:51:00
653,7.55,37.1,71,23.88,2026-06-18T20:52:00
654,6.98,31.88,39,16.95,2026-06-18T20:53:00
655,7.47,28.59,79,18.66,2026-06-18T20:54:00
656,7.13,32.7,100,25.41,2026-06-18T20:55:00
657,7.55,29.41,83,28.29,2026-06-18T20:56:00
658,7.98,35.13,77,43.17,2026-06-18T20:57:00
659,7.89,26.14,98,17.33,2026-06-18T20:58:00
660,8.07,33.72,78,12.48,2026-06-18T20:59:00
661,6.62,36.59,122,34.2,2026-06-18T21:00:00
662,7.31,33.68,137,31.41,2026-06-18T21:01:00
663,7.6,33.6,44,23.21,2026-06-18T21:02:00
664,7.83,31.46,114,20.16,2026-06-18T21:03:00
665,7.08,24.62,138,43.73,2026-06-18T21:04:00
666,7.68,30.35,86,13.15,2026-06-18T21:05:00
667,8.39,35.97,33,38.13,2026-06-18T21:06:00
668,7.27,32.54,127,14.83,2026-06-18T21:07:00
669,7.49,25.63,52,27.71,2026-06-18T21:08:00
670,6.65,33.21,110,35.98,2026-06-18T21:09:00
671,7.09,36.24,86,36.87,2026-06-18T21:10:00
672,7.11,27.87,84,31.48,2026-06-18T21:11:00
673,6.9,26.81,52,18.01,2026-06-18T21:12:00
674,7.4,34.13,89,43.59,2026-06-18T21:13:00
675,7.96,23.1,48,42.49,2026-06-18T21:14:00
676,8.35,31.71,108,22.39,2026-06-18T21:15:00
677,8.32,24.51,94,20.18,2026-06-18T21:16:00
678,6.86,36.56,88,9.53,2026-06-18T21:17:00
679,6.76,29.25,123,17.86,2026-06-18T21:18:00
680,7.78,36.58,34,42.62,2026-06-18T21:19:00
681,6.96,37.25,37,22.8,2026-06-18T21:20:00
682,7.82,22.8,61,17.72,2026-06-18T21:21:00
683,7.84,23.71,56,14.0,2026-06-18T21:22:00
684,6.97,25.58,131,37.83,2026-06-18T21:23:00
685,8.23,36.21,104,27.0,2026-06-18T21:24:00
686,8.01,35.22,118,31.39,2026-06-18T21:25:00
687,7.62,37.38,118,28.95,2026-06-18T21:26:00
688,6.79,26.61,77,8.42,2026-06-18T21:27:00
689,6.7,28.98,57,24.86,2026-06-18T21:28:00
690,8.01,35.28,96,27.24,2026-06-18T21:29:00
691,6.67,34.99,65,14.23,2026-06-18T21:30:00
692,7.39,28.13,35,9.44,2026-06-18T21:31:00
693,6.61,33.39,69,22.34,2026-06-18T21:32:00
694,6.61,28.56,86,43.28,2026-06-18T21:33:00
695,6.98,37.65,97,37.73,2026-06-18T21:34:00
696,6.75,26.32,134,39.22,2026-06-18T21:35:00
697,8.07,31.63,53,12.16,2026-06-18T21:36:00
698,6.78,23.52,59,26.27,2026-06-18T21:37:00
699,7.72,31.43,82,31.28,2026-06-18T21:38:00
700,8.07,22.31,108,35.83,2026-06-18T21:39:00
701,8.12,35.77,126,38.63,2026-06-18T21:40:00
702,7.88,22.07,131,13.79,2026-06-18T21:41:00
703,6.77,33.93,63,36.0,2026-06-18T21:42:00
704,7.0,32.96,127,11.8,2026-06-18T21:43:00
705,7.84,25.19,116,18.36,2026-06-18T21:44:00
706,6.82,34.39,71,38.96,2026-06-18T21:45:00
707,6.64,32.25,67,40.98,2026-06-18T21:46:00
708,8.16,28.34,103,32.73,2026-06-18T21:47:00
709,6.8,37.35,122,35.84,2026-06-18T21:48:00
710,7.26,34.76,45,8.04,2026-06-18T21:49:00
711,7.41,24.73,114,24.57,2026-06-18T21:50:00
712,7.08,25.99,58,30.24,2026-06-18T21:51:00
713,8.0,23.05,30,14.73,2026-06-18T21:52:00
714,8.36,24.84,88,28.38,2026-06-18T21:53:00
715,7.19,28.78,139,23.21,2026-06-18T21:54:00
716,7.75,31.78,90,20.02,2026-06-18T21:55:00
717,6.74,23.01,49,32.76,2026-06-18T21:56:00
718,7.96,31.77,124,39.2,2026-06-18T21:57:00
719,6.88,29.67,45,42.31,2026-06-18T21:58:00
720,7.44,36.51,55,36.85,2026-06-18T21:59:00
721,6.62,34.2,91,25.96,2026-06-18T22:00:00
722,7.4,27.59,107,35.2,2026-06-18T22:01:00
723,7.77,32.51,120,24.25,2026-06-18T22:02:00
724,6.99,24.13,49,44.69,2026-06-18T22:03:00
725,6.69,29.15,137,14.44,2026-06-18T22:04:00
726,6.7,33.11,127,26.14,2026-06-18T22:05:00
727,6.96,34.27,129,10.17,2026-06-18T22:06:00
728,8.22,31.57,34,28.08,2026-06-18T22:07:00
729,7.8,36.68,123,14.26,2026-06-18T22:08:00
730,7.36,31.29,126,42.84,2026-06-18T22:09:00
731,7.78,25.54,105,37.86,2026-06-18T22:10:00
732,8.39,30.93,80,27.13,2026-06-18T22:11:00
733,8.07,24.94,127,10.04,2026-06-18T22:12:00
734,8.29,33.83,128,18.14,2026-06-18T22:13:00
735,7.52,33.8,92,21.74,2026-06-18T22:14:00
736,6.8,23.63,36,27.74,2026-06-18T22:15:00
737,8.2,37.1,135,19.91,2026-06-18T22:16:00
738,7.04,34.08,131,21.91,2026-06-18T22:17:00
739,7.87,34.13,98,25.63,2026-06-18T22:18:00
740,7.51,37.75,107,33.24,2026-06-18T22:19:00
741,6.67,35.29,78,12.25,2026-06-18T22:20:00
742,7.2,26.2,35,37.54,2026-06-18T22:21:00
743,8.29,30.87,82,24.48,2026-06-18T22:22:00
744,7.08,29.55,70,28.15,2026-06-18T22:23:00
745,6.94,26.02,59,20.41,2026-06-18T22:24:00
746,6.64,29.04,95,24.36,2026-06-18T22:25:00
747,8.09,25.54,116,18.59,2026-06-18T22:26:00
748,6.78,37.21,126,23.33,2026-06-18T22:27:00
749,7.32,33.8,123,15.2,2026-06-18T22:28:00
750,7.57,32.08,75,32.36,2026-06-18T22:29:00
751,8.21,23.7,58,34.52,2026-06-18T22:30:00
752,8.38,26.05,118,17.28,2026-06-18T22:31:00
753,7.25,26.8,80,11.95,2026-06-18T22:32:00
754,8.09,24.54,102,23.68,2026-06-18T22:33:00
755,7.59,24.56,138,24.21,2026-06-18T22:34:00
756,7.69,36.98,140,40.71,2026-06-18T22:35:00
757,7.33,25.08,133,31.18,2026-06-18T22:36:00
758,7.13,37.64,110,27.26,2026-06-18T22:37:00
759,8.07,33.76,48,15.52,2026-06-18T22:38:00
760,8.29,27.3,30,10.75,2026-06-18T22:39:00
761,7.98,26.89,137,11.69,2026-06-18T22:40:00
762,6.79,28.68,58,42.72,2026-06-18T22:41:00
763,6.79,24.69,95,26.84,2026-06-18T22:42:00
764,7.85,23.44,86,14.51,2026-06-18T22:43:00
765,6.69,27.99,114,25.91,2026-06-18T22:44:00
766,8.3,23.67,131,28.72,2026-06-18T22:45:00
767,8.36,28.57,58,21.42,2026-06-18T22:46:00
768,7.41,22.53,129,33.56,2026-06-18T22:47:00
769,6.79,23.26,73,11.73,2026-06-18T22:48:00
770,8.4,37.21,66,31.17,2026-06-18T22:49:00
771,8.28,34.26,98,28.61,2026-06-18T22:50:00
772,7.83,30.09,81,14.4,2026-06-18T22:51:00
773,8.35,31.47,67,41.86,2026-06-18T22:52:00
774,6.77,25.57,97,33.71,2026-06-18T22:53:00
775,7.73,26.28,51,27.37,2026-06-18T22:54:00
776,7.82,26.12,111,11.05,2026-06-18T22:55:00
777,8.12,26.64,121,43.71,2026-06-18T22:56:00
778,7.04,34.04,57,16.27,2026-06-18T22:57:00
779,6.68,34.46,66,43.37,2026-06-18T22:58:00
780,6.69,34.89,48,19.5,2026-06-18T22:59:00
781,7.48,22.76,45,30.78,2026-06-18T23:00:00
782,7.33,36.61,68,26.72,2026-06-18T23:01:00
783,8.33,34.4,67,21.98,2026-06-18T23:02:00
784,6.75,31.23,46,17.73,2026-06-18T23:03:00
785,6.66,22.12,124,22.92,2026-06-18T23:04:00
786,8.08,23.87,65,12.94,2026-06-18T23:05:00
787,6.64,29.29,96,17.2,2026-06-18T23:06:00
788,7.1,29.25,41,35.82,2026-06-18T23:07:00
789,7.0,24.99,75,35.48,2026-06-18T23:08:00
790,8.05,34.24,139,44.64,2026-06-18T23:09:00
791,6.83,24.87,73,40.39,2026-06-18T23:10:00
792,7.68,30.74,131,20.47,2026-06-18T23:11:00
793,7.99,37.18,63,8.45,2026-06-18T23:12:00
794,6.75,27.09,34,10.83,2026-06-18T23:13:00
795,7.74,23.7,43,11.63,2026-06-18T23:14:00
796,7.6,30.11,127,15.06,2026-06-18T23:15:00
797,8.0,30.34,69,30.15,2026-06-18T23:16:00
798,6.68,35.67,38,31.97,2026-06-18T23:17:00
799,7.04,23.41,128,16.39,2026-06-18T23:18:00
800,8.38,29.71,108,34.39,2026-06-18T23:19:00
801,7.39,30.03,131,25.39,2026-06-18T23:20:00
802,8.08,34.22,53,32.79,2026-06-18T23:21:00
803,8.24,32.87,46,37.92,2026-06-18T23:22:00
804,7.53,28.37,39,42.72,2026-06-18T23:23:00
805,7.28,36.5,91,20.08,2026-06-18T23:24:00
806,7.55,24.28,134,26.9,2026-06-18T23:25:00
807,7.09,27.96,123,24.09,2026-06-18T23:26:00
808,7.2,33.2,118,11.57,2026-06-18T23:27:00
809,7.89,32.25,96,33.89,2026-06-18T23:28:00
810,8.18,29.44,63,39.15,2026-06-18T23:29:00
811,7.18,24.1,88,36.58,2026-06-18T23:30:00
812,7.88,29.58,82,29.76,2026-06-18T23:31:00
813,6.82,31.59,104,15.6,2026-06-18T23:32:00
814,7.33,34.35,53,9.1,2026-06-18T23:33:00
815,6.92,27.14,96,8.48,2026-06-18T23:34:00
816,7.24,34.14,139,22.15,2026-06-18T23:35:00
817,7.06,23.14,129,34.11,2026-06-18T23:36:00
818,7.16,32.58,52,37.04,2026-06-18T23:37:00
819,7.72,25.29,117,17.77,2026-06-18T23:38:00
820,7.31,30.96,122,16.01,2026-06-18T23:39:00
821,8.13,30.21,37,18.53,2026-06-18T23:40:00
822,7.05,27.94,131,8.09,2026-06-18T23:41:00
823,8.18,31.89,84,34.88,2026-06-18T23:42:00
824,6.68,24.53,118,33.08,2026-06-18T23:43:00
825,7.07,28.09,42,41.91,2026-06-18T23:44:00
826,6.98,24.2,41,29.58,2026-06-18T23:45:00
827,8.19,25.21,32,18.67,2026-06-18T23:46:00
828,6.68,30.35,96,18.77,2026-06-18T23:47:00
829,7.2,27.87,96,9.1,2026-06-18T23:48:00
830,7.0,26.22,61,33.47,2026-06-18T23:49:00
831,7.22,23.33,84,11.07,2026-06-18T23:50:00
832,6.61,33.65,66,21.97,2026-06-18T23:51:00
833,7.99,24.92,59,28.24,2026-06-18T23:52:00
834,7.43,31.72,108,33.71,2026-06-18T23:53:00
835,7.86,34.67,73,31.02,2026-06-18T23:54:00
836,6.74,33.24,64,13.63,2026-06-18T23:55:00
837,8.33,30.95,78,42.45,2026-06-18T23:56:00
838,6.74,36.17,117,38.17,2026-06-18T23:57:00
839,7.76,29.5,53,40.96,2026-06-18T23:58:00
840,7.76,23.51,38,26.41,2026-06-18T23:59:00
841,8.08,23.08,99,38.58,2026-06-19T00:00:00
842,7.74,31.38,113,8.11,2026-06-19T00:01:00
843,7.5,28.13,117,14.58,2026-06-19T00:02:00
844,7.23,30.28,91,18.06,2026-06-19T00:03:00
845,8.32,24.95,137,25.3,2026-06-19T00:04:00
846,7.1,28.48,67,22.52,2026-06-19T00:05:00
847,7.48,30.82,116,33.9,2026-06-19T00:06:00
848,6.94,33.99,139,10.49,2026-06-19T00:07:00
849,7.68,33.28,97,10.06,2026-06-19T00:08:00
850,7.62,31.74,119,44.56,2026-06-19T00:09:00
851,7.16,29.4,138,18.41,2026-06-19T00:10:00
852,6.97,30.95,67,17.68,2026-06-19T00:11:00
853,7.38,36.64,98,41.17,2026-06-19T00:12:00
854,7.12,24.69,99,18.2,2026-06-19T00:13:00
855,8.3,25.58,107,30.52,2026-06-19T00:14:00
856,8.02,34.97,73,33.66,2026-06-19T00:15:00
857,8.04,37.42,131,8.07,2026-06-19T00:16:00
858,7.2,22.77,73,22.96,2026-06-19T00:17:00
859,8.24,34.57,114,14.0,2026-06-19T00:18:00
860,7.26,30.98,105,26.75,2026-06-19T00:19:00
861,7.86,37.76,41,16.88,2026-06-19T00:20:00
862,7.44,26.53,110,34.91,2026-06-19T00:21:00
863,8.06,35.54,101,17.15,2026-06-19T00:22:00
864,8.32,24.52,104,20.2,2026-06-19T00:23:00
865,6.73,22.98,95,16.48,2026-06-19T00:24:00
866,7.74,23.24,73,30.38,2026-06-19T00:25:00
867,7.1,34.89,37,11.13,2026-06-19T00:26:00
868,8.32,29.99,119,20.02,2026-06-19T00:27:00
869,6.67,33.39,123,20.03,2026-06-19T00:28:00
870,7.33,35.97,54,33.52,2026-06-19T00:29:00
871,7.84,36.95,119,20.79,2026-06-19T00:30:00
872,7.46,28.26,34,21.94,2026-06-19T00:31:00
873,7.83,23.08,94,44.76,2026-06-19T00:32:00
874,6.61,30.67,53,17.86,2026-06-19T00:33:00
875,7.22,29.34,110,26.27,2026-06-19T00:34:00
876,8.08,23.49,55,42.03,2026-06-19T00:35:00
877,7.24,27.28,86,32.89,2026-06-19T00:36:00
878,6.62,30.09,77,17.25,2026-06-19T00:37:00
879,7.38,35.07,119,37.7,2026-06-19T00:38:00
880,7.96,22.83,81,32.23,2026-06-19T00:39:00
881,6.6,29.87,100,11.0,2026-06-19T00:40:00
882,8.3,22.63,105,36.47,2026-06-19T00:41:00
883,7.58,22.76,35,16.56,2026-06-19T00:42:00
884,7.5,22.52,113,40.6,2026-06-19T00:43:00
885,7.05,36.52,120,19.35,2026-06-19T00:44:00
886,7.4,25.47,63,40.52,2026-06-19T00:45:00
887,7.89,29.42,133,11.72,2026-06-19T00:46:00
888,7.47,31.8,33,44.34,2026-06-19T00:47:00
889,7.74,32.15,106,17.86,2026-06-19T00:48:00
890,7.81,37.62,86,39.85,2026-06-19T00:49:00
891,7.56,23.83,123,25.14,2026-06-19T00:50:00
892,8.08,28.85,137,37.73,2026-06-19T00:51:00
893,7.44,31.72,126,27.24,2026-06-19T00:52:00
894,7.02,36.16,107,9.3,2026-06-19T00:53:00
895,6.95,24.41,124,32.29,2026-06-19T00:54:00
896,6.95,30.53,65,38.59,2026-06-19T00:55:00
897,7.29,23.01,90,40.71,2026-06-19T00:56:00
898,7.22,31.88,124,19.45,2026-06-19T00:57:00
899,7.95,32.52,125,19.78,2026-06-19T00:58:00
900,6.97,33.17,71,11.1,2026-06-19T00:59:00
901,7.77,33.58,127,34.15,2026-06-19T01:00:00
902,7.85,26.41,73,44.68,2026-06-19T01:01:00
903,7.08,31.8,71,17.28,2026-06-19T01:02:00
904,8.19,25.24,91,8.16,2026-06-19T01:03:00
905,8.26,24.96,64,37.63,2026-06-19T01:04:00
906,7.98,25.24,84,11.72,2026-06-19T01:05:00
907,7.68,26.36,108,35.02,2026-06-19T01:06:00
908,6.96,31.91,107,24.06,2026-06-19T01:07:00
909,7.31,27.15,113,42.53,2026-06-19T01:08:00
910,6.68,29.35,89,21.6,2026-06-19T01:09:00
911,7.6,37.52,61,28.46,2026-06-19T01:10:00
912,6.6,26.64,88,38.74,2026-06-19T01:11:00
913,7.13,35.25,64,41.39,2026-06-19T01:12:00
914,7.13,34.72,101,16.17,2026-06-19T01:13:00
915,7.53,26.74,87,17.74,2026-06-19T01:14:00
916,7.53,24.56,63,8.77,2026-06-19T01:15:00
917,6.76,26.74,135,8.76,2026-06-19T01:16:00
918,6.77,31.39,78,24.74,2026-06-19T01:17:00
919,7.95,31.63,129,13.67,2026-06-19T01:18:00
920,8.14,26.32,133,31.57,2026-06-19T01:19:00
921,8.35,25.59,113,11.58,2026-06-19T01:20:00
922,7.11,30.47,99,16.21,2026-06-19T01:21:00
923,8.19,37.28,114,40.77,2026-06-19T01:22:00
924,7.42,23.94,121,43.67,2026-06-19T01:23:00
925,7.61,22.87,77,41.68,2026-06-19T01:24:00
926,6.66,32.96,72,44.34,2026-06-19T01:25:00
927,8.11,32.45,94,8.16,2026-06-19T01:26:00
928,8.32,25.86,96,16.15,2026-06-19T01:27:00
929,6.89,33.41,81,34.61,2026-06-19T01:28:00
930,7.02,36.76,89,29.15,2026-06-19T01:29:00
931,7.34,34.39,96,38.74,2026-06-19T01:30:00
932,7.03,36.48,139,11.21,2026-06-19T01:31:00
933,7.19,29.92,53,8.09,2026-06-19T01:32:00
934,7.78,26.61,77,39.12,2026-06-19T01:33:00
935,8.25,32.74,110,14.04,2026-06-19T01:34:00
936,8.16,34.12,63,24.55,2026-06-19T01:35:00
937,7.42,25.3,30,34.01,2026-06-19T01:36:00
938,7.9,30.7,46,22.23,2026-06-19T01:37:00
939,8.12,36.17,69,9.84,2026-06-19T01:38:00
940,7.4,24.73,108,36.78,2026-06-19T01:39:00
941,6.77,37.91,38,33.2,2026-06-19T01:40:00
942,6.98,28.63,40,11.79,2026-06-19T01:41:00
943,6.99,34.66,98,27.42,2026-06-19T01:42:00
944,7.4,35.67,68,21.98,2026-06-19T01:43:00
945,8.11,22.16,49,39.85,2026-06-19T01:44:00
946,8.03,31.38,58,33.04,2026-06-19T01:45:00
947,7.32,32.35,121,13.85,2026-06-19T01:46:00
948,6.77,28.47,78,25.4,2026-06-19T01:47:00
949,8.09,25.0,48,23.33,2026-06-19T01:48:00
950,7.02,30.86,138,22.25,2026-06-19T01:49:00
951,8.39,28.67,70,15.94,2026-06-19T01:50:00
952,7.25,37.48,30,21.93,2026-06-19T01:51:00
953,6.81,30.53,93,42.72,2026-06-19T01:52:00
954,6.82,36.34,56,42.39,2026-06-19T01:53:00
955,7.57,23.75,47,11.02,2026-06-19T01:54:00
956,6.91,32.52,47,8.25,2026-06-19T01:55:00
957,7.63,36.16,121,33.52,2026-06-19T01:56:00
958,7.83,22.58,120,22.7,2026-06-19T01:57:00
959,7.89,23.95,46,36.68,2026-06-19T01:58:00
960,7.49,29.36,102,39.11,2026-06-19T01:59:00
961,8.39,27.48,76,24.93,2026-06-19T02:00:00
